id,event_id,timestamp,source_ip,dest_ip,port,protocol,threat_type,severity,attack_category,confidence,details,dataset,country,city,latitude,longitude,dest_country,dest_city,dest_latitude,dest_longitude
649,48824,13:51:30,233.55.105.112,42.250.22.109,139,ICMP,Phishing,Critical,Email,0.98,Detected Phishing from internal source,OpenThreatExchange (AlienVault OTX) Data Pulses,Brazil,São Paulo,-23.5505,-46.6333,Australia,Sydney,-33.8688,151.2093
648,94288,13:51:28,56.223.110.131,137.177.14.214,22,DNS,Man-in-the-Middle,Critical,Endpoint,0.96,Detected Man-in-the-Middle from external source,RIPE Atlas Measurement Data,South Africa,Johannesburg,-26.2041,28.0473,United Kingdom,London,51.5074,-0.1278
647,51789,13:51:28,150.245.36.86,129.20.28.191,21,DNS,Malware Download,Critical,Web,0.87,Detected Malware Download from external source,CIRT Threat Intelligence Feeds,India,Bengaluru,12.9716,77.5946,Australia,Sydney,-33.8688,151.2093
646,61413,13:51:28,101.66.12.90,64.168.65.177,25,ICMP,SQL Injection,Critical,Email,0.96,Detected SQL Injection from external source,Spamhaus DROP / EDROP Threat Feeds,India,Bengaluru,12.9716,77.5946,Brazil,São Paulo,-23.5505,-46.6333
645,24456,13:51:28,121.39.225.111,34.104.170.43,25,TCP,Ransomware,Critical,DNS,1.0,Detected Ransomware from internal source,FireHOL IP Blacklist Aggregator Feeds,Singapore,Singapore,1.3521,103.8198,Japan,Tokyo,35.6895,139.6917
644,45715,13:51:26,63.42.119.169,102.60.143.184,22,HTTPS,Data Exfiltration,Critical,Application,0.99,Detected Data Exfiltration from internal source,GreyNoise Attack Source Intelligence,India,Bengaluru,12.9716,77.5946,Singapore,Singapore,1.3521,103.8198
643,27973,13:51:26,239.5.124.51,194.251.79.12,53,DNS,Man-in-the-Middle,Critical,Endpoint,0.99,Detected Man-in-the-Middle from external source,GreyNoise Attack Source Intelligence,Canada,Toronto,43.65107,-79.347015,Brazil,São Paulo,-23.5505,-46.6333
642,98227,13:51:26,225.206.47.171,210.226.162.18,123,TCP,Brute Force,Critical,Endpoint,0.98,Detected Brute Force from external source,CIRT Threat Intelligence Feeds,Singapore,Singapore,1.3521,103.8198,Canada,Toronto,43.65107,-79.347015
641,79913,13:51:26,35.55.94.113,223.102.8.245,123,UDP,Man-in-the-Middle,Critical,Network,0.98,Detected Man-in-the-Middle from internal source,CIRT Threat Intelligence Feeds,India,Bengaluru,12.9716,77.5946,United Kingdom,London,51.5074,-0.1278
640,21190,13:51:26,52.199.135.224,74.55.97.37,139,DNS,Zero-Day Exploit,Critical,Application,1.0,Detected Zero-Day Exploit from internal source,Spamhaus DROP / EDROP Threat Feeds,Germany,Frankfurt,50.1109,8.6821,United States,San Francisco,37.7749,-122.4194
639,32887,13:51:26,253.21.111.178,126.109.160.215,443,DNS,DDoS Attack,Critical,Application,0.97,Detected DDoS Attack from external source,CIRT Threat Intelligence Feeds,South Africa,Johannesburg,-26.2041,28.0473,Japan,Tokyo,35.6895,139.6917
638,23962,13:51:26,65.248.131.200,123.158.245.25,8080,HTTP,Ransomware,Critical,Web,0.96,Detected Ransomware from internal source,RIPE Atlas Measurement Data,Japan,Tokyo,35.6895,139.6917,Australia,Sydney,-33.8688,151.2093
637,69968,13:51:26,124.157.60.234,12.81.184.179,53,UDP,Botnet Activity,Critical,Endpoint,0.88,Detected Botnet Activity from internal source,Abuse.ch Threat Feeds,Australia,Sydney,-33.8688,151.2093,India,Mumbai,19.076,72.8777
636,79812,13:51:24,146.108.118.201,231.227.143.59,139,ICMP,Port Scan,Critical,Email,1.0,Detected Port Scan from internal source,OpenThreatExchange (AlienVault OTX) Data Pulses,South Africa,Johannesburg,-26.2041,28.0473,United States,San Francisco,37.7749,-122.4194
635,61135,13:51:24,250.10.212.40,116.150.252.97,21,UDP,XSS Attempt,Critical,Network,0.99,Detected XSS Attempt from external source,MAWI Packet Trace Archive,Singapore,Singapore,1.3521,103.8198,United States,New York,40.7128,-74.006
634,13056,13:51:24,239.27.161.225,102.25.238.237,139,DNS,Malware Download,Critical,DNS,1.0,Detected Malware Download from internal source,CIRT Threat Intelligence Feeds,United States,New York,40.7128,-74.006,India,Mumbai,19.076,72.8777
633,60374,13:51:24,100.241.63.39,252.253.240.227,22,HTTP,Phishing,Critical,Web,1.0,Detected Phishing from external source,FireHOL IP Blacklist Aggregator Feeds,India,Mumbai,19.076,72.8777,India,Bengaluru,12.9716,77.5946
632,12495,13:51:24,34.132.226.238,191.133.222.104,22,ICMP,SQL Injection,High,Web,0.72,Detected SQL Injection from internal source,RIPE Atlas Measurement Data,Germany,Frankfurt,50.1109,8.6821,South Africa,Johannesburg,-26.2041,28.0473
631,95935,13:51:24,30.208.182.34,29.131.170.58,8080,HTTPS,DNS Tunneling,High,Endpoint,0.84,Detected DNS Tunneling from internal source,CAIDA UCSD Network Telescope,India,Mumbai,19.076,72.8777,South Africa,Johannesburg,-26.2041,28.0473
630,33025,13:51:24,19.61.159.117,115.77.16.234,53,DNS,DNS Tunneling,Critical,DNS,0.92,Detected DNS Tunneling from internal source,Shadowserver Foundation Public Datasets,Canada,Toronto,43.65107,-79.347015,India,Mumbai,19.076,72.8777
629,86872,13:51:24,207.146.77.53,249.150.244.254,5432,UDP,DDoS Attack,Critical,Application,1.0,Detected DDoS Attack from external source,OpenThreatExchange (AlienVault OTX) Data Pulses,Germany,Frankfurt,50.1109,8.6821,United States,San Francisco,37.7749,-122.4194
628,71802,13:51:24,12.221.33.246,154.242.49.78,123,UDP,Brute Force,Critical,Web,1.0,Detected Brute Force from internal source,Rapid7 Project Sonar,India,Mumbai,19.076,72.8777,Australia,Sydney,-33.8688,151.2093
627,38336,13:51:22,120.122.22.187,94.227.140.185,21,TCP,Botnet Activity,Critical,Endpoint,1.0,Detected Botnet Activity from internal source,CERT NetFlow & Incident Datasets,Canada,Toronto,43.65107,-79.347015,Japan,Tokyo,35.6895,139.6917
626,87559,13:51:22,131.202.49.23,175.243.75.10,123,ICMP,Phishing,Critical,Application,1.0,Detected Phishing from internal source,MAWI Packet Trace Archive,Singapore,Singapore,1.3521,103.8198,South Africa,Johannesburg,-26.2041,28.0473
625,24315,13:51:22,215.43.133.238,51.25.196.51,22,HTTPS,DNS Tunneling,Critical,Endpoint,1.0,Detected DNS Tunneling from internal source,CERT NetFlow & Incident Datasets,Germany,Frankfurt,50.1109,8.6821,United Kingdom,London,51.5074,-0.1278
624,21189,13:51:22,4.61.119.190,7.125.183.84,139,ICMP,Ransomware,Critical,Email,1.0,Detected Ransomware from external source,Rapid7 Project Sonar,United Kingdom,London,51.5074,-0.1278,Australia,Sydney,-33.8688,151.2093
623,98333,13:51:22,248.93.177.27,79.240.22.1,5432,UDP,Botnet Activity,Critical,DNS,1.0,Detected Botnet Activity from external source,CIRT Threat Intelligence Feeds,Australia,Sydney,-33.8688,151.2093,South Africa,Johannesburg,-26.2041,28.0473
622,38784,13:51:22,232.173.114.4,81.61.17.13,443,UDP,Malware Download,Critical,DNS,0.91,Detected Malware Download from external source,MAWI Packet Trace Archive,United Kingdom,London,51.5074,-0.1278,United States,New York,40.7128,-74.006
621,49719,13:51:22,130.112.93.16,253.154.137.232,80,HTTP,Zero-Day Exploit,Critical,Email,0.97,Detected Zero-Day Exploit from internal source,Honeynet Project Honeypot Datasets,United States,New York,40.7128,-74.006,Canada,Toronto,43.65107,-79.347015
620,31930,13:51:22,206.139.180.24,254.2.68.207,25,TCP,Botnet Activity,Critical,Application,0.99,Detected Botnet Activity from internal source,Spamhaus DROP / EDROP Threat Feeds,India,Bengaluru,12.9716,77.5946,Germany,Frankfurt,50.1109,8.6821
619,72030,13:51:20,221.184.104.45,82.102.61.7,443,HTTPS,SQL Injection,Critical,Application,1.0,Detected SQL Injection from external source,RIPE Atlas Measurement Data,Canada,Toronto,43.65107,-79.347015,United States,New York,40.7128,-74.006
618,51993,13:51:20,106.73.43.196,77.136.176.115,139,HTTPS,Zero-Day Exploit,Critical,Endpoint,1.0,Detected Zero-Day Exploit from external source,Abuse.ch Threat Feeds,Australia,Sydney,-33.8688,151.2093,United States,New York,40.7128,-74.006
617,44376,13:51:20,63.163.214.243,142.181.20.163,3306,HTTP,Privilege Escalation,Critical,Endpoint,0.99,Detected Privilege Escalation from external source,DShield / SANS Internet Storm Center Logs,Germany,Frankfurt,50.1109,8.6821,United Kingdom,London,51.5074,-0.1278
616,70386,13:51:20,174.181.219.189,165.246.222.51,445,HTTP,DNS Tunneling,High,DNS,0.84,Detected DNS Tunneling from internal source,Rapid7 Project Sonar,Australia,Sydney,-33.8688,151.2093,Germany,Frankfurt,50.1109,8.6821
615,99113,13:51:20,28.189.11.159,231.158.133.62,5432,TCP,Brute Force,High,Endpoint,0.73,Detected Brute Force from internal source,CIRT Threat Intelligence Feeds,Brazil,São Paulo,-23.5505,-46.6333,Germany,Frankfurt,50.1109,8.6821
614,10606,13:51:20,16.175.245.34,190.131.165.185,21,UDP,Botnet Activity,Critical,Email,0.91,Detected Botnet Activity from external source,Honeynet Project Honeypot Datasets,United States,San Francisco,37.7749,-122.4194,India,Mumbai,19.076,72.8777
613,66228,13:51:20,236.179.84.146,206.249.192.158,445,DNS,Ransomware,High,Web,0.77,Detected Ransomware from external source,Shadowserver Foundation Public Datasets,Canada,Toronto,43.65107,-79.347015,Australia,Sydney,-33.8688,151.2093
612,77598,13:51:19,96.102.115.167,162.201.15.243,80,DNS,Privilege Escalation,Critical,DNS,0.99,Detected Privilege Escalation from internal source,Shadowserver Foundation Public Datasets,United States,San Francisco,37.7749,-122.4194,India,Bengaluru,12.9716,77.5946
611,80398,13:51:19,71.31.200.143,40.127.6.78,139,HTTP,XSS Attempt,Critical,Network,0.85,Detected XSS Attempt from external source,Shadowserver Foundation Public Datasets,United States,San Francisco,37.7749,-122.4194,Japan,Tokyo,35.6895,139.6917
610,84904,13:51:19,20.214.184.205,240.17.189.254,139,HTTP,Phishing,Critical,DNS,1.0,Detected Phishing from internal source,MAWI Packet Trace Archive,Singapore,Singapore,1.3521,103.8198,Japan,Tokyo,35.6895,139.6917
609,23901,13:51:19,92.172.2.233,49.121.55.133,123,TCP,Phishing,Critical,Network,0.96,Detected Phishing from internal source,Team Cymru Malware & ASN Intelligence,Brazil,São Paulo,-23.5505,-46.6333,South Africa,Johannesburg,-26.2041,28.0473
608,61959,13:51:17,117.31.74.195,32.255.110.156,22,HTTPS,XSS Attempt,Critical,Email,0.98,Detected XSS Attempt from external source,CERT NetFlow & Incident Datasets,United Kingdom,London,51.5074,-0.1278,South Africa,Johannesburg,-26.2041,28.0473
607,67808,13:51:17,153.89.162.146,185.4.225.142,80,TCP,Zero-Day Exploit,Critical,Network,1.0,Detected Zero-Day Exploit from internal source,GreyNoise Attack Source Intelligence,India,Bengaluru,12.9716,77.5946,South Africa,Johannesburg,-26.2041,28.0473
606,91416,13:51:17,215.41.188.122,205.146.103.118,123,ICMP,DDoS Attack,Medium,Email,0.67,Detected DDoS Attack from internal source,CERT NetFlow & Incident Datasets,Australia,Sydney,-33.8688,151.2093,United States,San Francisco,37.7749,-122.4194
605,95304,13:51:17,156.56.220.141,69.177.205.24,443,ICMP,XSS Attempt,Critical,Web,0.99,Detected XSS Attempt from external source,Team Cymru Malware & ASN Intelligence,United States,New York,40.7128,-74.006,Japan,Tokyo,35.6895,139.6917
604,60941,13:51:15,125.194.57.207,69.153.72.173,22,UDP,Malware Download,High,Email,0.71,Detected Malware Download from internal source,Team Cymru Malware & ASN Intelligence,United Kingdom,London,51.5074,-0.1278,Canada,Toronto,43.65107,-79.347015
603,43941,13:51:15,149.244.23.184,129.62.168.123,123,DNS,Ransomware,Critical,Network,0.98,Detected Ransomware from external source,Spamhaus DROP / EDROP Threat Feeds,India,Mumbai,19.076,72.8777,South Africa,Johannesburg,-26.2041,28.0473
602,14507,13:51:15,22.120.175.71,47.66.105.175,25,TCP,Privilege Escalation,Critical,Network,0.99,Detected Privilege Escalation from external source,Spamhaus DROP / EDROP Threat Feeds,Brazil,São Paulo,-23.5505,-46.6333,Japan,Tokyo,35.6895,139.6917
601,98814,13:51:15,52.177.159.215,59.141.106.26,443,HTTPS,Data Exfiltration,Critical,Application,1.0,Detected Data Exfiltration from external source,RIPE Atlas Measurement Data,India,Mumbai,19.076,72.8777,United States,New York,40.7128,-74.006
600,92291,13:51:15,72.243.109.101,106.175.100.199,445,TCP,Brute Force,Critical,Endpoint,0.99,Detected Brute Force from internal source,CERT NetFlow & Incident Datasets,South Africa,Johannesburg,-26.2041,28.0473,Germany,Frankfurt,50.1109,8.6821
599,81506,13:51:13,2.130.236.134,132.44.86.87,22,DNS,Man-in-the-Middle,Critical,DNS,0.99,Detected Man-in-the-Middle from external source,Honeynet Project Honeypot Datasets,Brazil,São Paulo,-23.5505,-46.6333,India,Mumbai,19.076,72.8777
598,97786,13:51:13,222.27.158.130,56.61.164.107,123,ICMP,Phishing,Critical,Network,0.97,Detected Phishing from internal source,RIPE Atlas Measurement Data,Singapore,Singapore,1.3521,103.8198,Germany,Frankfurt,50.1109,8.6821
597,13847,13:51:13,101.75.57.248,196.219.240.41,21,HTTPS,Zero-Day Exploit,Critical,Network,0.99,Detected Zero-Day Exploit from internal source,FireHOL IP Blacklist Aggregator Feeds,United States,San Francisco,37.7749,-122.4194,India,Mumbai,19.076,72.8777
596,98574,13:51:13,55.125.217.41,186.207.243.115,25,UDP,Data Exfiltration,Critical,Email,0.99,Detected Data Exfiltration from internal source,DShield / SANS Internet Storm Center Logs,United States,San Francisco,37.7749,-122.4194,United States,New York,40.7128,-74.006
595,42085,13:51:13,206.38.70.104,120.226.65.241,443,UDP,Port Scan,Critical,Web,1.0,Detected Port Scan from external source,CAIDA UCSD Network Telescope,South Africa,Johannesburg,-26.2041,28.0473,Japan,Tokyo,35.6895,139.6917
594,32169,13:51:13,139.96.56.24,74.94.114.168,123,ICMP,Zero-Day Exploit,Critical,Email,1.0,Detected Zero-Day Exploit from external source,Team Cymru Malware & ASN Intelligence,Singapore,Singapore,1.3521,103.8198,Brazil,São Paulo,-23.5505,-46.6333
593,69057,13:51:13,110.158.164.209,231.29.229.198,8080,TCP,Phishing,Critical,Endpoint,0.98,Detected Phishing from external source,OpenThreatExchange (AlienVault OTX) Data Pulses,United States,San Francisco,37.7749,-122.4194,Canada,Toronto,43.65107,-79.347015
592,64883,13:51:13,239.246.210.80,229.13.92.68,21,UDP,Port Scan,Critical,DNS,0.99,Detected Port Scan from internal source,FireHOL IP Blacklist Aggregator Feeds,Singapore,Singapore,1.3521,103.8198,United States,San Francisco,37.7749,-122.4194
591,47310,13:51:13,90.72.145.160,224.85.93.216,80,ICMP,Privilege Escalation,Critical,Endpoint,0.98,Detected Privilege Escalation from internal source,FireHOL IP Blacklist Aggregator Feeds,Canada,Toronto,43.65107,-79.347015,United Kingdom,London,51.5074,-0.1278
590,60946,13:51:13,60.94.98.71,82.16.103.1,22,UDP,Man-in-the-Middle,Critical,Endpoint,0.94,Detected Man-in-the-Middle from internal source,CIRT Threat Intelligence Feeds,Canada,Toronto,43.65107,-79.347015,South Africa,Johannesburg,-26.2041,28.0473
589,59206,13:51:13,242.215.93.234,244.101.173.138,3306,TCP,Man-in-the-Middle,Critical,Network,0.97,Detected Man-in-the-Middle from internal source,MAWI Packet Trace Archive,Germany,Frankfurt,50.1109,8.6821,Australia,Sydney,-33.8688,151.2093
588,75628,13:51:13,252.156.137.48,146.72.85.26,123,ICMP,DNS Tunneling,Critical,Email,1.0,Detected DNS Tunneling from external source,Spamhaus DROP / EDROP Threat Feeds,United States,New York,40.7128,-74.006,Australia,Sydney,-33.8688,151.2093
587,16287,13:51:11,21.147.99.80,113.141.31.80,25,HTTPS,DDoS Attack,Critical,Email,0.98,Detected DDoS Attack from internal source,CAIDA UCSD Network Telescope,United Kingdom,London,51.5074,-0.1278,India,Mumbai,19.076,72.8777
586,53253,13:51:11,18.7.13.215,152.59.124.62,8080,ICMP,Data Exfiltration,Critical,Email,0.99,Detected Data Exfiltration from external source,CERT NetFlow & Incident Datasets,United States,San Francisco,37.7749,-122.4194,Japan,Tokyo,35.6895,139.6917
585,71541,13:51:11,162.233.189.83,206.37.69.112,25,ICMP,Man-in-the-Middle,Critical,Endpoint,1.0,Detected Man-in-the-Middle from internal source,GreyNoise Attack Source Intelligence,Canada,Toronto,43.65107,-79.347015,South Africa,Johannesburg,-26.2041,28.0473
584,75643,13:51:11,194.209.217.29,254.55.10.255,80,HTTP,Zero-Day Exploit,Critical,DNS,1.0,Detected Zero-Day Exploit from internal source,Team Cymru Malware & ASN Intelligence,United States,San Francisco,37.7749,-122.4194,India,Bengaluru,12.9716,77.5946
583,47291,13:51:11,100.239.5.32,180.200.122.91,21,UDP,Data Exfiltration,Critical,DNS,1.0,Detected Data Exfiltration from internal source,CAIDA UCSD Network Telescope,South Africa,Johannesburg,-26.2041,28.0473,United Kingdom,London,51.5074,-0.1278
582,60140,13:51:11,126.46.23.3,70.213.170.162,445,TCP,Botnet Activity,Critical,Web,0.99,Detected Botnet Activity from internal source,Abuse.ch Threat Feeds,India,Mumbai,19.076,72.8777,Brazil,São Paulo,-23.5505,-46.6333
581,59664,13:51:09,108.155.81.218,95.96.163.120,139,HTTPS,SQL Injection,Critical,Email,1.0,Detected SQL Injection from internal source,GreyNoise Attack Source Intelligence,Singapore,Singapore,1.3521,103.8198,Australia,Sydney,-33.8688,151.2093
580,27297,13:51:09,66.140.158.16,214.51.138.227,25,DNS,Privilege Escalation,Critical,DNS,0.9,Detected Privilege Escalation from internal source,CERT NetFlow & Incident Datasets,India,Mumbai,19.076,72.8777,United States,New York,40.7128,-74.006
579,42172,13:51:09,38.49.80.148,5.143.138.154,22,HTTP,Port Scan,Critical,Email,0.97,Detected Port Scan from internal source,Spamhaus DROP / EDROP Threat Feeds,India,Bengaluru,12.9716,77.5946,United States,San Francisco,37.7749,-122.4194
578,62177,13:51:09,57.43.21.63,102.187.60.198,123,ICMP,DNS Tunneling,Critical,Web,0.99,Detected DNS Tunneling from external source,Spamhaus DROP / EDROP Threat Feeds,Germany,Frankfurt,50.1109,8.6821,United States,New York,40.7128,-74.006
577,65088,13:51:09,7.111.200.27,32.9.216.184,139,HTTP,Man-in-the-Middle,Critical,Web,0.95,Detected Man-in-the-Middle from external source,Team Cymru Malware & ASN Intelligence,Australia,Sydney,-33.8688,151.2093,South Africa,Johannesburg,-26.2041,28.0473
576,80509,13:51:09,182.99.41.55,255.2.39.155,8080,UDP,Botnet Activity,Critical,Email,1.0,Detected Botnet Activity from internal source,Team Cymru Malware & ASN Intelligence,South Africa,Johannesburg,-26.2041,28.0473,United States,San Francisco,37.7749,-122.4194
575,22342,13:51:09,55.38.59.188,177.118.49.224,80,HTTPS,DDoS Attack,Critical,Network,1.0,Detected DDoS Attack from external source,Abuse.ch Threat Feeds,United States,San Francisco,37.7749,-122.4194,Brazil,São Paulo,-23.5505,-46.6333
574,48075,13:51:09,36.45.95.170,11.54.199.206,5432,TCP,Botnet Activity,Critical,Endpoint,0.97,Detected Botnet Activity from internal source,MAWI Packet Trace Archive,United States,San Francisco,37.7749,-122.4194,United States,New York,40.7128,-74.006
573,72099,13:51:09,24.79.58.132,25.153.165.96,445,HTTPS,SQL Injection,Critical,DNS,0.97,Detected SQL Injection from internal source,CIRT Threat Intelligence Feeds,Japan,Tokyo,35.6895,139.6917,Brazil,São Paulo,-23.5505,-46.6333
572,27291,13:51:09,220.153.67.178,158.25.148.52,139,HTTPS,Zero-Day Exploit,Critical,Application,0.99,Detected Zero-Day Exploit from external source,MAWI Packet Trace Archive,India,Mumbai,19.076,72.8777,United States,San Francisco,37.7749,-122.4194
571,32811,13:51:09,197.182.175.93,149.62.46.73,123,TCP,Botnet Activity,Critical,Email,1.0,Detected Botnet Activity from internal source,GreyNoise Attack Source Intelligence,Canada,Toronto,43.65107,-79.347015,United States,San Francisco,37.7749,-122.4194
570,12435,13:51:09,180.88.223.122,144.228.101.213,123,UDP,DNS Tunneling,Critical,Network,0.94,Detected DNS Tunneling from external source,Abuse.ch Threat Feeds,India,Mumbai,19.076,72.8777,Brazil,São Paulo,-23.5505,-46.6333
569,77817,13:51:07,200.150.241.218,203.102.225.130,8080,HTTP,Port Scan,Critical,DNS,1.0,Detected Port Scan from external source,Team Cymru Malware & ASN Intelligence,United States,San Francisco,37.7749,-122.4194,Japan,Tokyo,35.6895,139.6917
568,28800,13:51:07,214.128.70.145,151.110.95.134,3306,TCP,Malware Download,Critical,Network,1.0,Detected Malware Download from internal source,DShield / SANS Internet Storm Center Logs,Germany,Frankfurt,50.1109,8.6821,Singapore,Singapore,1.3521,103.8198
567,49084,13:51:07,150.83.13.139,72.185.153.96,5432,ICMP,Phishing,Critical,DNS,0.96,Detected Phishing from external source,OpenThreatExchange (AlienVault OTX) Data Pulses,United Kingdom,London,51.5074,-0.1278,Singapore,Singapore,1.3521,103.8198
566,54236,13:51:07,56.149.95.10,189.137.111.208,445,UDP,Phishing,Critical,Email,0.92,Detected Phishing from internal source,MAWI Packet Trace Archive,South Africa,Johannesburg,-26.2041,28.0473,Singapore,Singapore,1.3521,103.8198
565,21941,13:51:05,104.244.24.148,92.212.128.176,443,HTTP,DNS Tunneling,Critical,Endpoint,0.99,Detected DNS Tunneling from internal source,RIPE Atlas Measurement Data,United Kingdom,London,51.5074,-0.1278,United States,New York,40.7128,-74.006
564,84794,13:51:05,158.247.145.69,255.27.70.198,8080,UDP,DNS Tunneling,Critical,Application,1.0,Detected DNS Tunneling from internal source,MAWI Packet Trace Archive,United Kingdom,London,51.5074,-0.1278,Japan,Tokyo,35.6895,139.6917
563,41612,13:51:05,21.221.37.149,112.252.61.20,22,HTTPS,XSS Attempt,Critical,Web,0.97,Detected XSS Attempt from internal source,Spamhaus DROP / EDROP Threat Feeds,India,Bengaluru,12.9716,77.5946,South Africa,Johannesburg,-26.2041,28.0473
562,14618,13:51:04,84.210.138.144,88.183.243.9,22,TCP,Malware Download,Critical,Web,0.9,Detected Malware Download from internal source,RIPE Atlas Measurement Data,United States,San Francisco,37.7749,-122.4194,India,Bengaluru,12.9716,77.5946
561,24711,13:51:04,169.239.249.229,80.200.235.121,22,HTTPS,DNS Tunneling,Critical,DNS,0.97,Detected DNS Tunneling from external source,GreyNoise Attack Source Intelligence,Brazil,São Paulo,-23.5505,-46.6333,United States,San Francisco,37.7749,-122.4194
560,61552,13:51:04,28.213.57.220,180.103.21.82,5432,ICMP,Privilege Escalation,High,Web,0.71,Detected Privilege Escalation from internal source,Rapid7 Project Sonar,Australia,Sydney,-33.8688,151.2093,India,Mumbai,19.076,72.8777
559,65200,13:51:04,142.73.233.85,103.27.72.33,443,DNS,DNS Tunneling,Critical,Web,1.0,Detected DNS Tunneling from internal source,MAWI Packet Trace Archive,Singapore,Singapore,1.3521,103.8198,United States,New York,40.7128,-74.006
558,40844,13:51:04,166.57.52.20,222.204.146.28,123,HTTPS,Phishing,Critical,Web,0.96,Detected Phishing from internal source,Honeynet Project Honeypot Datasets,Japan,Tokyo,35.6895,139.6917,United States,San Francisco,37.7749,-122.4194
557,34253,13:51:04,115.103.151.100,241.61.222.122,53,HTTP,Malware Download,Critical,Application,0.99,Detected Malware Download from internal source,Team Cymru Malware & ASN Intelligence,Germany,Frankfurt,50.1109,8.6821,Brazil,São Paulo,-23.5505,-46.6333
556,18932,13:51:04,159.109.113.79,130.122.79.133,8080,HTTPS,SQL Injection,Critical,Email,1.0,Detected SQL Injection from internal source,Shadowserver Foundation Public Datasets,Brazil,São Paulo,-23.5505,-46.6333,India,Mumbai,19.076,72.8777
555,51131,13:51:04,51.32.67.25,242.88.57.134,123,HTTPS,Man-in-the-Middle,Critical,Network,0.98,Detected Man-in-the-Middle from external source,CIRT Threat Intelligence Feeds,Japan,Tokyo,35.6895,139.6917,United States,New York,40.7128,-74.006
554,31167,13:51:04,148.112.75.238,76.26.160.82,22,HTTPS,Ransomware,Critical,Web,0.99,Detected Ransomware from internal source,Shadowserver Foundation Public Datasets,South Africa,Johannesburg,-26.2041,28.0473,India,Bengaluru,12.9716,77.5946
553,57032,13:51:04,4.120.38.28,169.70.105.234,445,HTTP,Ransomware,Critical,Email,0.97,Detected Ransomware from external source,Spamhaus DROP / EDROP Threat Feeds,South Africa,Johannesburg,-26.2041,28.0473,Canada,Toronto,43.65107,-79.347015
552,69940,13:51:04,243.95.10.73,74.188.6.63,5432,DNS,Privilege Escalation,Critical,Application,1.0,Detected Privilege Escalation from external source,CIRT Threat Intelligence Feeds,Brazil,São Paulo,-23.5505,-46.6333,Japan,Tokyo,35.6895,139.6917
551,14921,13:51:04,46.238.25.229,228.115.189.210,5432,HTTP,Privilege Escalation,Critical,Application,1.0,Detected Privilege Escalation from internal source,Honeynet Project Honeypot Datasets,Australia,Sydney,-33.8688,151.2093,India,Mumbai,19.076,72.8777
550,78553,13:51:04,248.90.148.139,149.248.65.193,22,UDP,Zero-Day Exploit,Critical,DNS,1.0,Detected Zero-Day Exploit from external source,FireHOL IP Blacklist Aggregator Feeds,United States,New York,40.7128,-74.006,Japan,Tokyo,35.6895,139.6917
549,95882,13:51:04,236.199.212.48,185.151.49.97,8080,TCP,SQL Injection,Critical,DNS,1.0,Detected SQL Injection from internal source,Spamhaus DROP / EDROP Threat Feeds,United States,San Francisco,37.7749,-122.4194,India,Mumbai,19.076,72.8777
548,27157,13:51:04,229.102.79.186,161.195.57.178,53,UDP,DDoS Attack,Critical,Web,1.0,Detected DDoS Attack from external source,Rapid7 Project Sonar,India,Mumbai,19.076,72.8777,Canada,Toronto,43.65107,-79.347015
547,82881,13:51:04,128.251.102.106,174.167.236.24,21,DNS,Port Scan,Critical,Application,0.95,Detected Port Scan from internal source,MAWI Packet Trace Archive,Singapore,Singapore,1.3521,103.8198,Japan,Tokyo,35.6895,139.6917
546,99122,13:51:04,71.179.109.74,140.159.253.25,139,ICMP,DNS Tunneling,Critical,Email,0.99,Detected DNS Tunneling from internal source,Abuse.ch Threat Feeds,India,Bengaluru,12.9716,77.5946,United Kingdom,London,51.5074,-0.1278
545,92427,13:51:04,233.246.66.143,165.249.99.104,3306,HTTP,DDoS Attack,High,Email,0.8,Detected DDoS Attack from internal source,Honeynet Project Honeypot Datasets,United States,New York,40.7128,-74.006,United States,San Francisco,37.7749,-122.4194
544,39581,13:51:04,17.201.213.223,37.187.222.101,21,TCP,Zero-Day Exploit,Critical,Email,1.0,Detected Zero-Day Exploit from internal source,Rapid7 Project Sonar,United States,San Francisco,37.7749,-122.4194,Japan,Tokyo,35.6895,139.6917
543,19999,13:51:02,61.203.231.175,73.234.8.126,3306,ICMP,SQL Injection,Critical,Web,1.0,Detected SQL Injection from internal source,Team Cymru Malware & ASN Intelligence,Singapore,Singapore,1.3521,103.8198,India,Bengaluru,12.9716,77.5946
542,68057,13:51:02,164.171.4.117,243.36.2.16,5432,HTTPS,Botnet Activity,Critical,DNS,0.97,Detected Botnet Activity from external source,GreyNoise Attack Source Intelligence,Japan,Tokyo,35.6895,139.6917,Brazil,São Paulo,-23.5505,-46.6333
541,79124,13:51:02,32.228.157.48,249.223.16.104,5432,HTTP,Man-in-the-Middle,Critical,DNS,0.99,Detected Man-in-the-Middle from internal source,Rapid7 Project Sonar,India,Bengaluru,12.9716,77.5946,Australia,Sydney,-33.8688,151.2093
540,15232,13:51:02,42.133.197.233,132.164.117.254,53,UDP,Man-in-the-Middle,Critical,DNS,1.0,Detected Man-in-the-Middle from internal source,MAWI Packet Trace Archive,Brazil,São Paulo,-23.5505,-46.6333,Germany,Frankfurt,50.1109,8.6821
